method;k;alpha;instance;n_jobs;T_max;T_agg;ssgs_obj;obj;feas;rt_sec;wall_sec;gap_pct
pergroup_kmd;4;15;j12010_1;122;667;45;204;225;1;133.64;200.1;10.29
pergroup_kmd;4;15;j12010_10;122;641;43;122;150;1;17.58;68.75;22.95
pergroup_kmd;4;15;j12010_2;122;647;44;165;165;1;16.0;66.09;0.0
pergroup_kmd;4;15;j12010_3;122;719;48;184;195;1;139.11;221.48;5.98
pergroup_kmd;4;15;j12010_4;122;679;46;180;195;1;21.76;88.74;8.33
pergroup_kmd;4;15;j12010_5;122;638;43;174;225;1;19.03;83.62;29.31
pergroup_kmd;4;15;j12010_6;122;635;43;177;195;1;131.19;204.86;10.17
pergroup_kmd;4;15;j12010_7;122;718;48;142;165;1;144.63;240.57;16.2
pergroup_kmd;4;15;j12010_8;122;717;48;212;255;1;383.45;512.45;20.28
pergroup_kmd;4;15;j12010_9;122;655;44;140;135;1;160.62;275.08;-3.57
pergroup_kmd;4;15;j12011_1;122;632;43;323;195;1;141.89;223.34;-39.63
pergroup_kmd;4;15;j12011_10;122;660;44;363;210;1;258.59;367.75;-42.15
pergroup_kmd;4;15;j12011_2;122;580;39;318;180;1;139.01;207.81;-43.4
pergroup_kmd;4;15;j12011_3;122;675;45;396;165;1;150.67;207.99;-58.33
pergroup_kmd;4;15;j12011_4;122;666;45;378;315;1;255.5;324.48;-16.67
pergroup_kmd;4;15;j12011_5;122;681;46;419;345;0;125.5;170.8;-17.66
pergroup_kmd;4;15;j12011_6;122;684;46;430;195;1;141.21;199.2;-54.65
pergroup_kmd;4;15;j12011_7;122;581;39;310;180;1;255.92;307.26;-41.94
pergroup_kmd;4;15;j12011_8;122;651;44;338;210;1;134.74;185.8;-37.87
pergroup_kmd;4;15;j12011_9;122;648;44;335;180;1;134.87;192.52;-46.27
pergroup_kmd;4;15;j12012_1;122;607;41;257;165;1;18.69;63.51;-35.8
pergroup_kmd;4;15;j12012_10;122;704;47;259;180;1;33.59;83.87;-30.5
pergroup_kmd;4;15;j12012_2;122;627;42;217;165;1;17.14;57.12;-23.96
pergroup_kmd;4;15;j12012_3;122;647;44;253;195;1;256.32;324.23;-22.92
pergroup_kmd;4;15;j12012_4;122;632;43;275;210;1;373.9;450.97;-23.64
pergroup_kmd;4;15;j12012_5;122;728;49;315;180;1;42.73;85.52;-42.86
pergroup_kmd;4;15;j12012_6;122;662;45;244;180;1;254.08;307.87;-26.23
pergroup_kmd;4;15;j12012_7;122;681;46;245;195;1;253.97;306.62;-20.41
pergroup_kmd;4;15;j12012_8;122;689;46;236;120;1;135.19;178.81;-49.15
pergroup_kmd;4;15;j12012_9;122;605;41;203;135;1;57.37;87.76;-33.5
pergroup_kmd;4;15;j12013_1;122;688;46;272;315;0;543.68;627.44;15.81
pergroup_kmd;4;15;j12013_10;122;691;47;189;135;1;130.01;165.02;-28.57
pergroup_kmd;4;15;j12013_2;122;635;43;162;165;1;128.32;159.78;1.85
pergroup_kmd;4;15;j12013_3;122;682;46;257;180;1;129.09;163.22;-29.96
pergroup_kmd;4;15;j12013_4;122;678;46;220;180;1;129.21;164.13;-18.18
pergroup_kmd;4;15;j12013_5;122;650;44;186;135;1;29.97;56.35;-27.42
pergroup_kmd;4;15;j12013_6;122;628;42;201;150;1;10.03;34.47;-25.37
pergroup_kmd;4;15;j12013_7;122;679;46;228;195;1;129.71;164.97;-14.47
pergroup_kmd;4;15;j12013_8;122;678;46;194;180;1;129.36;164.42;-7.22
pergroup_kmd;4;15;j12013_9;122;622;42;180;135;1;10.19;34.95;-25.0
pergroup_kmd;4;15;j12014_1;122;715;48;168;135;1;13.54;43.59;-19.64
pergroup_kmd;4;15;j12014_10;122;651;44;157;165;1;10.96;36.99;5.1
pergroup_kmd;4;15;j12014_2;122;730;49;180;165;1;128.79;167.71;-8.33
pergroup_kmd;4;15;j12014_3;122;627;42;169;180;1;9.62;34.18;6.51
pergroup_kmd;4;15;j12014_4;122;645;43;174;150;1;16.53;41.55;-13.79
pergroup_kmd;4;15;j12014_5;122;631;43;195;180;1;10.45;35.74;-7.69
pergroup_kmd;4;15;j12014_6;122;652;44;190;210;1;10.94;36.59;10.53
pergroup_kmd;4;15;j12014_7;122;685;46;163;150;1;129.37;164.57;-7.98
pergroup_kmd;4;15;j12014_8;122;683;46;209;180;1;58.92;87.4;-13.88
pergroup_kmd;4;15;j12014_9;122;652;44;196;180;1;242.97;276.06;-8.16
